codigo_a,codigo_b,recomendacion,confianza,razones,evidencia_faltante
01-13-0093-46,01-13-0094-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
01-13-0093-46,01-13-0095-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
01-13-0094-46,01-13-0095-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
01-01-0022-46,01-01-0023-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
01-08-0130-46,01-08-0601-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
01-08-0143-46,01-08-9690-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
01-08-0308-46,01-08-0560-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
01-08-0321-46,01-08-0322-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
01-08-0396-46,01-08-0431-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
01-08-0437-46,01-08-0439-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
01-08-0533-46,01-08-7155-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
01-08-0575-46,01-08-0576-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
01-08-0579-46,01-08-0580-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
01-08-0597-46,01-08-0605-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
01-08-0659-46,01-08-0660-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
01-08-0707-46,01-08-0709-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
01-08-0719-46,01-08-0735-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
01-08-0737-46,01-08-0739-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
01-08-0755-46,01-08-0756-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
01-08-1011-46,01-08-1012-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
01-08-7781-46,01-08-8248-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
01-08-8405-46,01-08-8407-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
01-08-8414-46,01-08-8415-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
01-08-8516-46,01-08-8667-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
01-08-8559-46,01-08-8561-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
01-08-9151-46,01-08-9152-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
01-08-9330-46,01-08-9332-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
01-08-9847-46,01-08-9848-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
01-05-0100-46,01-05-0102-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
01-05-0107-46,01-05-0108-46,requiere_fuente_institucional,alta,"La coincidencia local produjo un candidato, pero dos códigos distintos no prueban duplicación registral, sustitución ni equivalencia. La etiqueta de triage solo define el alcance y no se usa como conclusión.","Fichas MINEDUC de ambos códigos con oferta, sede, vigencia y acto de alta, baja, sustitución o equivalencia."
